show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,bag_of_content,processed_content,cluster
s6084,Movie,The Angel,Ariel Vromen,"Marwan Kenzari, Hannah Ware, Toby Kebbell, Waleed Zuaiter, Maisa Abd Elhadi, Sasson Gabai, Mickey Leon, Ori Pfeffer, Slimane Dazi","Israel, United States","September 14, 2018",2018,TV-MA,114 min,"Dramas, International Movies, Thrillers","As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.",2018.0,"As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage. Dramas, International Movies, Thrillers Ariel Vromen Marwan Kenzari, Hannah Ware, Toby Kebbell, Waleed Zuaiter, Maisa Abd Elhadi, Sasson Gabai, Mickey Leon, Ori Pfeffer, Slimane Dazi Israel, United States TV-MA",country prepares war top egyptian official ashraf marwan make contact israel wade shadowy game highstakes espionage drama international movie thriller ariel vromen marwan kenzari hannah ware toby kebbell waleed zuaiter maisa abd elhadi sasson gabai mickey leon ori pfeffer slimane dazi israel united state tvma,1
s6085,Movie,The Angry Birds Movie 2,"Thurop Van Orman, John Rice","Jason Sudeikis, Rachel Bloom, Leslie Jones, Josh Gad, Bill Hader, Danny McBride, Awkwafina, Sterling K. Brown, Tiffany Haddish, Eugenio Derbez","Finland, United States","February 27, 2020",2019,PG,97 min,"Children & Family Movies, Comedies",Enemies turn into frenemies when the Pigs call for a truce with the Birds to unite against a formidable new foe that’s threatening all of their homes.,2020.0,"Enemies turn into frenemies when the Pigs call for a truce with the Birds to unite against a formidable new foe that’s threatening all of their homes. Children & Family Movies, Comedies Thurop Van Orman, John Rice Jason Sudeikis, Rachel Bloom, Leslie Jones, Josh Gad, Bill Hader, Danny McBride, Awkwafina, Sterling K. Brown, Tiffany Haddish, Eugenio Derbez Finland, United States PG",enemy turn frenemies pig call truce bird unite formidable new foe thats threatening home child family movie comedy thurop van orman john rice jason sudeikis rachel bloom leslie jones josh gad bill hader danny mcbride awkwafina sterling brown tiffany haddish eugenio derbez finland united state,1
s6086,Movie,The Animal People,"Denis Hennelly, Casey Suchan",,United States,"March 11, 2020",2019,TV-MA,97 min,Documentaries,Animal rights protesters trying to shut down a facility that conducts animal testing are labeled terrorists by big business and law enforcement.,2020.0,"Animal rights protesters trying to shut down a facility that conducts animal testing are labeled terrorists by big business and law enforcement. Documentaries Denis Hennelly, Casey Suchan  United States TV-MA",animal right protester trying shut facility conduct animal testing labeled terrorist big business law enforcement documentary denis hennelly casey suchan united state tvma,1
s6087,Movie,The Ant's Scream,Sameh Abdulaziz,"Amr Abdel-Geleel, Rania Yousef, Salloum Haddad, Hesham Al-Meligy, Farida Al-Gready, Ahmad Wafiq, Mohamed Abo El Hassan, Amr Sakr, Ahmed Gamal Saeed, Riham Ayman",Egypt,"June 13, 2019",2010,TV-14,108 min,"Comedies, Dramas, International Movies","Released after being wrongly imprisoned in Iraq, an Egyptian contractor returns home to a country on the brink of revolution.",2019.0,"Released after being wrongly imprisoned in Iraq, an Egyptian contractor returns home to a country on the brink of revolution. Comedies, Dramas, International Movies Sameh Abdulaziz Amr Abdel-Geleel, Rania Yousef, Salloum Haddad, Hesham Al-Meligy, Farida Al-Gready, Ahmad Wafiq, Mohamed Abo El Hassan, Amr Sakr, Ahmed Gamal Saeed, Riham Ayman Egypt TV-14",released wrongly imprisoned iraq egyptian contractor return home country brink revolution comedy drama international movie sameh abdulaziz amr abdelgeleel rania yousef salloum haddad hesham almeligy farida algready ahmad wafiq mohamed abo hassan amr sakr ahmed gamal saeed riham ayman egypt,1
s6088,TV Show,The Apartment,,"Jamie Durie, Laurence Llewelyn-Bowen",Singapore," December 14, 2018",2014,TV-PG,2 Seasons,"International TV Shows, Reality TV","With their eyes on the grand prize, amateur designers push their creative limits in this reality competition show hosted by design icon Jamie Durie.",,"With their eyes on the grand prize, amateur designers push their creative limits in this reality competition show hosted by design icon Jamie Durie. International TV Shows, Reality TV  Jamie Durie, Laurence Llewelyn-Bowen Singapore TV-PG",eye grand prize amateur designer push creative limit reality competition show hosted design icon jamie durie international show reality jamie durie laurence llewelynbowen singapore tvpg,0
s6089,Movie,The Apostate,Federico Veiroj,"Álvaro Ogalla, Marta Larralde, Bárbara Lennie, Vicky Peña, Juan Calot, Kaiet Rodriguez, Andrés Gertrúdix, Joaquín Climent, Álvaro Roig, Tino Martinez, Mercedes Hoyos","Spain, France, Uruguay","May 10, 2017",2015,TV-MA,80 min,"Comedies, Dramas, International Movies",A young man determined to renounce Catholicism by having his baptismal records excised is thwarted by church bureaucracy and his own inner conflicts.,2017.0,"A young man determined to renounce Catholicism by having his baptismal records excised is thwarted by church bureaucracy and his own inner conflicts. Comedies, Dramas, International Movies Federico Veiroj Álvaro Ogalla, Marta Larralde, Bárbara Lennie, Vicky Peña, Juan Calot, Kaiet Rodriguez, Andrés Gertrúdix, Joaquín Climent, Álvaro Roig, Tino Martinez, Mercedes Hoyos Spain, France, Uruguay TV-MA",young man determined renounce catholicism baptismal record excised thwarted church bureaucracy inner conflict comedy drama international movie federico veiroj lvaro ogalla marta larralde brbara lennie vicky pea juan calot kaiet rodriguez andrs gertrdix joaqun climent lvaro roig tino martinez mercedes hoyos spain france uruguay tvma,1
s6090,Movie,The App,Elisa Fuksas,"Vincenzo Crea, Jessica Cressy, Greta Scarano, Maya Sansa, Abel Ferrara, Anita Kravos",Italy,"December 26, 2019",2019,TV-MA,79 min,"Dramas, Independent Movies, International Movies","While in Rome to shoot his first movie, actor and industrial heir Nick becomes obsessed with a dating app that sends him into a self-destructive spiral.",2019.0,"While in Rome to shoot his first movie, actor and industrial heir Nick becomes obsessed with a dating app that sends him into a self-destructive spiral. Dramas, Independent Movies, International Movies Elisa Fuksas Vincenzo Crea, Jessica Cressy, Greta Scarano, Maya Sansa, Abel Ferrara, Anita Kravos Italy TV-MA",rome shoot first movie actor industrial heir nick becomes obsessed dating app sends selfdestructive spiral drama independent movie international movie elisa fuksas vincenzo crea jessica cressy greta scarano maya sansa abel ferrara anita kravos italy tvma,1
s6091,Movie,The App That Stole Christmas,Monica Floyd,"Jackie Long, Diane Marie Howard, Jaylin Hall, Miguel A. Núñez Jr., Ray J, JayQ The Legend, J. Anthony Brown, Kenny Rhodes, Amber Cosich",United States,"November 20, 2020",2020,TV-PG,64 min,"Children & Family Movies, Comedies","A tech entrepreneur's Christmas shopping app is a smashing success, but he starts to realize his invention might be ruining the holiday spirit.",2020.0,"A tech entrepreneur's Christmas shopping app is a smashing success, but he starts to realize his invention might be ruining the holiday spirit. Children & Family Movies, Comedies Monica Floyd Jackie Long, Diane Marie Howard, Jaylin Hall, Miguel A. Núñez Jr., Ray J, JayQ The Legend, J. Anthony Brown, Kenny Rhodes, Amber Cosich United States TV-PG",tech entrepreneur christmas shopping app smashing success start realize invention might ruining holiday spirit child family movie comedy monica floyd jackie long diane marie howard jaylin hall miguel nez ray jayq legend anthony brown kenny rhodes amber cosich united state tvpg,1
s6092,Movie,The Arbitration,Niyi Akinmolayan,"Adesua Etomi, O.C. Ukeje, Ireti Doyle, Sola Fosudo, Somkele Iyamah, Lota Chukwu, Gregory Ojefua, Beverly Naya, Bimbo Ademoye, Pius Fatoke",Nigeria,"February 26, 2020",2016,TV-MA,101 min,"Dramas, International Movies",An arbitration panel is formed after a company CEO in Nigeria is sued for wrongful dismissal and rape by an employee with whom he had an affair.,2020.0,"An arbitration panel is formed after a company CEO in Nigeria is sued for wrongful dismissal and rape by an employee with whom he had an affair. Dramas, International Movies Niyi Akinmolayan Adesua Etomi, O.C. Ukeje, Ireti Doyle, Sola Fosudo, Somkele Iyamah, Lota Chukwu, Gregory Ojefua, Beverly Naya, Bimbo Ademoye, Pius Fatoke Nigeria TV-MA",arbitration panel formed company ceo nigeria sued wrongful dismissal rape employee affair drama international movie niyi akinmolayan adesua etomi ukeje ireti doyle sola fosudo somkele iyamah lota chukwu gregory ojefua beverly naya bimbo ademoye pius fatoke nigeria tvma,1
s6093,Movie,The Art of Loving,Maria Sadowska,"Magdalena Boczarska, Eryk Lubos, Justyna Wasilewska, Piotr Adamczyk, Arkadiusz Jakubik, Wojciech Mecwaldowski, Borys Szyc, Katarzyna Kwiatkowska, Artur Barciś",Poland,"March 15, 2018",2017,TV-MA,115 min,"Dramas, International Movies","During Communist rule, a Polish gynecologist and sexologist defies taboo and fights to publish her groundbreaking book on love and sex.",2018.0,"During Communist rule, a Polish gynecologist and sexologist defies taboo and fights to publish her groundbreaking book on love and sex. Dramas, International Movies Maria Sadowska Magdalena Boczarska, Eryk Lubos, Justyna Wasilewska, Piotr Adamczyk, Arkadiusz Jakubik, Wojciech Mecwaldowski, Borys Szyc, Katarzyna Kwiatkowska, Artur Barciś Poland TV-MA",communist rule polish gynecologist sexologist defies taboo fight publish groundbreaking book love sex drama international movie maria sadowska magdalena boczarska eryk lubos justyna wasilewska piotr adamczyk arkadiusz jakubik wojciech mecwaldowski borys szyc katarzyna kwiatkowska artur barci poland tvma,1
s6094,Movie,The Art of the Steal,Jonathan Sobol,"Kurt Russell, Jay Baruchel, Katheryn Winnick, Chris Diamantopoulos, Kenneth Welsh, Jason Jones, Terence Stamp, Matt Dillon, Devon Bostick","Canada, United States","December 8, 2018",2013,R,90 min,"Action & Adventure, Comedies, Independent Movies","Crunch Calhoun, a daredevil motorcyclist and mostly reformed con artist, agrees to do one last job: helping his brother Nicky steal a priceless book.",2018.0,"Crunch Calhoun, a daredevil motorcyclist and mostly reformed con artist, agrees to do one last job: helping his brother Nicky steal a priceless book. Action & Adventure, Comedies, Independent Movies Jonathan Sobol Kurt Russell, Jay Baruchel, Katheryn Winnick, Chris Diamantopoulos, Kenneth Welsh, Jason Jones, Terence Stamp, Matt Dillon, Devon Bostick Canada, United States R",crunch calhoun daredevil motorcyclist mostly reformed con artist agrees one last job helping brother nicky steal priceless book action adventure comedy independent movie jonathan sobol kurt russell jay baruchel katheryn winnick chris diamantopoulos kenneth welsh jason jones terence stamp matt dillon devon bostick canada united state,1
s6095,Movie,The Art of War,Christian Duguay,"Wesley Snipes, Anne Archer, Maury Chaykin, Marie Matiko, Cary-Hiroyuki Tagawa, Michael Biehn, Donald Sutherland, Liliana Komorowska, James Hong","United States, Canada","July 1, 2020",2000,R,117 min,Action & Adventure,"Framed for the murder of an ambassador, a former member of the United Nations' elite covert action unit will do whatever it takes to clear his name.",2020.0,"Framed for the murder of an ambassador, a former member of the United Nations' elite covert action unit will do whatever it takes to clear his name. Action & Adventure Christian Duguay Wesley Snipes, Anne Archer, Maury Chaykin, Marie Matiko, Cary-Hiroyuki Tagawa, Michael Biehn, Donald Sutherland, Liliana Komorowska, James Hong United States, Canada R",framed murder ambassador former member united nation elite covert action unit whatever take clear name action adventure christian duguay wesley snipe anne archer maury chaykin marie matiko caryhiroyuki tagawa michael biehn donald sutherland liliana komorowska james hong united state canada,1
s6096,Movie,The Artist,Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell, Penelope Ann Miller, Missi Pyle, Beth Grant, Ed Lauter, Joel Murray, Elizabeth Tulloch, Ken Davitian, Malcolm McDowell","France, Belgium, United States","April 25, 2020",2011,PG-13,101 min,"Comedies, Dramas, Independent Movies","Winner of five Oscars, this black-and-white silent film follows the romance between a silent-era legend on a downward spiral and a rising starlet.",2020.0,"Winner of five Oscars, this black-and-white silent film follows the romance between a silent-era legend on a downward spiral and a rising starlet. Comedies, Dramas, Independent Movies Michel Hazanavicius Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell, Penelope Ann Miller, Missi Pyle, Beth Grant, Ed Lauter, Joel Murray, Elizabeth Tulloch, Ken Davitian, Malcolm McDowell France, Belgium, United States PG-13",winner five oscar blackandwhite silent film follows romance silentera legend downward spiral rising starlet comedy drama independent movie michel hazanavicius jean dujardin brnice bejo john goodman james cromwell penelope ann miller missi pyle beth grant lauter joel murray elizabeth tulloch ken davitian malcolm mcdowell france belgium united state,1
